entity1_index,entity2_index,y
119.0,84.0,2.0
225.0,286.0,2.0
96.0,89.0,1.0
77.0,55.0,2.0
103.0,234.0,2.0
49.0,183.0,2.0
269.0,80.0,2.0
126.0,191.0,2.0
145.0,11.0,0.0
83.0,291.0,2.0
87.0,293.0,2.0
119.0,54.0,1.0
71.0,245.0,1.0
80.0,2.0,0.0
241.0,299.0,2.0
52.0,116.0,2.0
170.0,23.0,0.0
268.0,265.0,1.0
50.0,4.0,0.0
241.0,209.0,2.0
210.0,143.0,2.0
208.0,221.0,1.0
14.0,193.0,1.0
145.0,239.0,2.0
211.0,283.0,2.0
174.0,246.0,2.0
287.0,21.0,1.0
279.0,115.0,1.0
131.0,258.0,2.0
247.0,292.0,2.0
156.0,188.0,1.0
277.0,250.0,2.0
126.0,158.0,2.0
176.0,260.0,2.0
133.0,63.0,2.0
163.0,228.0,2.0
15.0,59.0,0.0
149.0,155.0,2.0
145.0,193.0,2.0
148.0,224.0,1.0
277.0,87.0,2.0
243.0,176.0,2.0
291.0,7.0,1.0
196.0,123.0,2.0
1.0,33.0,0.0
6.0,31.0,0.0
77.0,70.0,2.0
25.0,214.0,1.0
123.0,168.0,2.0
20.0,155.0,0.0
33.0,32.0,0.0
276.0,79.0,2.0
186.0,189.0,2.0
98.0,57.0,2.0
98.0,88.0,1.0
223.0,54.0,0.0
226.0,59.0,2.0
56.0,283.0,1.0
70.0,247.0,1.0
11.0,118.0,0.0
274.0,166.0,2.0
23.0,168.0,2.0
161.0,295.0,2.0
153.0,190.0,1.0
27.0,72.0,0.0
167.0,197.0,2.0
283.0,101.0,2.0
178.0,21.0,2.0
281.0,264.0,2.0
5.0,54.0,0.0
187.0,292.0,2.0
157.0,205.0,2.0
234.0,72.0,2.0
255.0,14.0,2.0
85.0,279.0,1.0
298.0,16.0,2.0
58.0,128.0,0.0
120.0,256.0,2.0
119.0,104.0,1.0
57.0,92.0,2.0
19.0,125.0,0.0
31.0,33.0,0.0
59.0,241.0,2.0
60.0,25.0,0.0
78.0,216.0,1.0
48.0,286.0,1.0
57.0,262.0,1.0
274.0,111.0,2.0
234.0,242.0,1.0
165.0,15.0,0.0
223.0,83.0,1.0
189.0,142.0,1.0
130.0,119.0,2.0
157.0,130.0,2.0
242.0,151.0,1.0
226.0,58.0,2.0
242.0,225.0,2.0
214.0,126.0,2.0
248.0,245.0,2.0
283.0,154.0,2.0
254.0,30.0,1.0
178.0,270.0,2.0
75.0,66.0,0.0
66.0,80.0,0.0
15.0,86.0,0.0
104.0,212.0,2.0
117.0,116.0,2.0
62.0,277.0,2.0
150.0,225.0,2.0
154.0,211.0,2.0
286.0,62.0,2.0
193.0,279.0,2.0
294.0,76.0,2.0
68.0,104.0,2.0
261.0,222.0,2.0
115.0,237.0,2.0
141.0,110.0,0.0
179.0,52.0,2.0
297.0,242.0,2.0
43.0,0.0,2.0
30.0,247.0,2.0
236.0,285.0,2.0
137.0,276.0,2.0
169.0,210.0,1.0
230.0,224.0,2.0
78.0,283.0,2.0
160.0,226.0,1.0
286.0,136.0,2.0
175.0,202.0,1.0
6.0,262.0,2.0
54.0,6.0,0.0
214.0,110.0,1.0
97.0,226.0,2.0
45.0,140.0,2.0
71.0,56.0,2.0
275.0,203.0,2.0
163.0,169.0,1.0
126.0,236.0,2.0
293.0,127.0,2.0
119.0,264.0,1.0
182.0,64.0,1.0
266.0,228.0,2.0
61.0,6.0,0.0
44.0,211.0,2.0
45.0,125.0,0.0
172.0,117.0,2.0
164.0,154.0,2.0
132.0,275.0,2.0
5.0,258.0,2.0
208.0,293.0,1.0
280.0,231.0,2.0
88.0,196.0,1.0
227.0,299.0,2.0
179.0,105.0,2.0
237.0,173.0,2.0
74.0,10.0,0.0
130.0,107.0,1.0
76.0,26.0,1.0
245.0,282.0,2.0
140.0,262.0,2.0
64.0,140.0,2.0
72.0,81.0,0.0
141.0,279.0,2.0
26.0,281.0,2.0
148.0,286.0,1.0
266.0,45.0,1.0
65.0,189.0,1.0
142.0,36.0,2.0
220.0,203.0,1.0
139.0,36.0,0.0
216.0,99.0,2.0
133.0,94.0,2.0
232.0,81.0,2.0
75.0,8.0,0.0
71.0,20.0,0.0
43.0,187.0,0.0
266.0,295.0,1.0
60.0,245.0,1.0
24.0,11.0,0.0
112.0,287.0,2.0
266.0,32.0,2.0
46.0,299.0,1.0
245.0,232.0,2.0
155.0,17.0,0.0
45.0,216.0,2.0
80.0,234.0,1.0
150.0,299.0,1.0
258.0,210.0,1.0
224.0,142.0,2.0
190.0,294.0,2.0
44.0,289.0,2.0
40.0,9.0,0.0
152.0,193.0,2.0
74.0,145.0,2.0
115.0,141.0,2.0
163.0,221.0,1.0
92.0,230.0,2.0
208.0,109.0,1.0
34.0,85.0,0.0
105.0,165.0,2.0
133.0,169.0,1.0
23.0,171.0,2.0
56.0,249.0,1.0
105.0,58.0,2.0
196.0,41.0,1.0
219.0,101.0,2.0
196.0,159.0,1.0
205.0,220.0,2.0
91.0,103.0,1.0
69.0,86.0,0.0
51.0,27.0,0.0
16.0,36.0,0.0
46.0,196.0,2.0
111.0,228.0,1.0
128.0,70.0,1.0
262.0,181.0,1.0
188.0,67.0,0.0
24.0,149.0,0.0
141.0,169.0,1.0
182.0,135.0,1.0
293.0,58.0,2.0
115.0,46.0,0.0
81.0,129.0,2.0
251.0,92.0,2.0
101.0,54.0,0.0
124.0,109.0,2.0
153.0,260.0,2.0
147.0,268.0,2.0
299.0,272.0,1.0
144.0,239.0,2.0
59.0,250.0,2.0
169.0,276.0,2.0
245.0,71.0,1.0
151.0,280.0,2.0
297.0,5.0,1.0
250.0,33.0,2.0
127.0,31.0,2.0
143.0,258.0,1.0
167.0,279.0,1.0
231.0,245.0,1.0
215.0,135.0,1.0
216.0,287.0,1.0
230.0,259.0,1.0
70.0,132.0,1.0
223.0,203.0,2.0
39.0,181.0,1.0
164.0,143.0,2.0
141.0,136.0,0.0
8.0,40.0,0.0
137.0,189.0,1.0
85.0,182.0,1.0
108.0,260.0,2.0
261.0,176.0,2.0
128.0,273.0,2.0
3.0,50.0,0.0
149.0,157.0,2.0
33.0,212.0,2.0
123.0,57.0,0.0
225.0,261.0,2.0
19.0,152.0,0.0
232.0,255.0,2.0
210.0,2.0,1.0
119.0,295.0,1.0
279.0,274.0,1.0
10.0,64.0,0.0
163.0,110.0,0.0
273.0,8.0,2.0
208.0,229.0,1.0
282.0,2.0,2.0
1.0,246.0,0.0
231.0,127.0,2.0
180.0,260.0,2.0
292.0,169.0,2.0
190.0,115.0,2.0
271.0,38.0,2.0
61.0,75.0,0.0
236.0,195.0,1.0
170.0,117.0,1.0
159.0,290.0,2.0
96.0,278.0,2.0
109.0,273.0,1.0
184.0,200.0,2.0
78.0,153.0,2.0
165.0,295.0,2.0
6.0,144.0,0.0
291.0,129.0,2.0
174.0,9.0,0.0
77.0,297.0,1.0
93.0,287.0,1.0
283.0,207.0,2.0
3.0,36.0,0.0
97.0,98.0,2.0
11.0,226.0,2.0
37.0,292.0,1.0
252.0,108.0,1.0
101.0,280.0,2.0
99.0,53.0,0.0
104.0,0.0,1.0
82.0,1.0,0.0
7.0,176.0,2.0
86.0,192.0,0.0
251.0,93.0,2.0
35.0,228.0,1.0
116.0,227.0,2.0
25.0,67.0,0.0
224.0,31.0,2.0
49.0,168.0,1.0
266.0,251.0,1.0
234.0,199.0,2.0
136.0,130.0,1.0
145.0,96.0,2.0
228.0,200.0,2.0
175.0,149.0,2.0
64.0,232.0,2.0
292.0,109.0,1.0
266.0,120.0,2.0
22.0,133.0,2.0
224.0,211.0,2.0
275.0,28.0,1.0
278.0,244.0,2.0
63.0,238.0,1.0
275.0,70.0,1.0
144.0,38.0,0.0
56.0,179.0,2.0
13.0,235.0,1.0
40.0,54.0,0.0
194.0,210.0,1.0
241.0,221.0,2.0
29.0,103.0,0.0
158.0,65.0,2.0
208.0,128.0,1.0
21.0,39.0,2.0
80.0,81.0,2.0
260.0,86.0,2.0
57.0,16.0,0.0
55.0,264.0,2.0
115.0,91.0,1.0
182.0,273.0,1.0
223.0,110.0,2.0
210.0,113.0,2.0
284.0,14.0,1.0
224.0,175.0,1.0
204.0,274.0,2.0
255.0,217.0,2.0
254.0,176.0,2.0
207.0,105.0,1.0
124.0,197.0,1.0
138.0,259.0,1.0
10.0,3.0,0.0
56.0,252.0,1.0
280.0,127.0,1.0
229.0,195.0,1.0
185.0,253.0,2.0
67.0,259.0,2.0
286.0,6.0,2.0
188.0,143.0,2.0
23.0,146.0,0.0
123.0,72.0,2.0
68.0,17.0,0.0
15.0,34.0,0.0
280.0,24.0,2.0
31.0,60.0,0.0
9.0,239.0,2.0
93.0,108.0,2.0
165.0,152.0,2.0
9.0,137.0,0.0
191.0,250.0,2.0
4.0,278.0,2.0
266.0,101.0,1.0
143.0,161.0,1.0
234.0,46.0,1.0
246.0,243.0,2.0
110.0,282.0,2.0
180.0,246.0,2.0
44.0,161.0,2.0
106.0,73.0,0.0
296.0,112.0,1.0
220.0,19.0,1.0
289.0,90.0,2.0
246.0,276.0,2.0
39.0,28.0,1.0
20.0,267.0,2.0
160.0,104.0,2.0
59.0,271.0,2.0
33.0,141.0,0.0
199.0,228.0,2.0
281.0,123.0,2.0
139.0,92.0,2.0
120.0,234.0,2.0
243.0,266.0,1.0
234.0,254.0,2.0
227.0,151.0,2.0
11.0,225.0,0.0
289.0,149.0,2.0
172.0,170.0,2.0
117.0,1.0,2.0
227.0,228.0,2.0
149.0,134.0,2.0
98.0,154.0,1.0
157.0,30.0,0.0
49.0,156.0,2.0
133.0,154.0,1.0
268.0,121.0,2.0
289.0,66.0,2.0
119.0,61.0,2.0
48.0,176.0,0.0
197.0,245.0,1.0
282.0,129.0,1.0
82.0,224.0,2.0
156.0,265.0,2.0
295.0,152.0,2.0
176.0,273.0,1.0
231.0,282.0,1.0
283.0,62.0,2.0
42.0,274.0,2.0
291.0,60.0,1.0
51.0,214.0,0.0
103.0,22.0,0.0
290.0,265.0,2.0
157.0,112.0,2.0
258.0,2.0,2.0
195.0,288.0,1.0
152.0,56.0,1.0
230.0,278.0,1.0
10.0,107.0,0.0
26.0,0.0,1.0
108.0,104.0,1.0
143.0,202.0,2.0
118.0,200.0,1.0
208.0,263.0,1.0
62.0,229.0,0.0
183.0,240.0,2.0
162.0,217.0,1.0
171.0,131.0,1.0
30.0,146.0,0.0
90.0,113.0,0.0
205.0,234.0,1.0
270.0,40.0,2.0
63.0,47.0,2.0
73.0,56.0,2.0
65.0,164.0,2.0
200.0,109.0,2.0
160.0,27.0,0.0
92.0,48.0,0.0
287.0,30.0,1.0
168.0,203.0,1.0
12.0,221.0,1.0
114.0,206.0,2.0
117.0,135.0,2.0
180.0,199.0,1.0
4.0,109.0,0.0
122.0,140.0,2.0
10.0,83.0,0.0
109.0,22.0,0.0
180.0,214.0,2.0
62.0,23.0,0.0
210.0,161.0,2.0
229.0,207.0,2.0
287.0,86.0,1.0
22.0,3.0,0.0
98.0,288.0,1.0
273.0,64.0,1.0
162.0,288.0,2.0
20.0,255.0,2.0
77.0,92.0,1.0
142.0,126.0,2.0
100.0,71.0,0.0
52.0,80.0,2.0
60.0,81.0,0.0
133.0,60.0,1.0
188.0,42.0,1.0
201.0,208.0,1.0
33.0,67.0,0.0
156.0,179.0,2.0
190.0,226.0,2.0
246.0,288.0,1.0
6.0,133.0,1.0
74.0,239.0,2.0
134.0,277.0,2.0
241.0,246.0,2.0
102.0,278.0,2.0
42.0,160.0,2.0
33.0,86.0,0.0
242.0,161.0,2.0
292.0,31.0,2.0
243.0,142.0,2.0
66.0,5.0,0.0
238.0,226.0,1.0
10.0,143.0,2.0
172.0,127.0,0.0
162.0,287.0,2.0
0.0,33.0,2.0
143.0,177.0,2.0
238.0,215.0,2.0
27.0,273.0,1.0
176.0,126.0,1.0
78.0,91.0,1.0
258.0,15.0,2.0
252.0,70.0,1.0
74.0,122.0,0.0
105.0,234.0,1.0
279.0,91.0,1.0
166.0,131.0,0.0
285.0,91.0,1.0
16.0,203.0,2.0
208.0,127.0,2.0
53.0,9.0,0.0
130.0,101.0,1.0
116.0,98.0,2.0
226.0,199.0,2.0
49.0,196.0,1.0
295.0,58.0,2.0
124.0,285.0,2.0
135.0,185.0,1.0
181.0,298.0,1.0
42.0,152.0,2.0
23.0,38.0,0.0
72.0,233.0,2.0
107.0,63.0,2.0
133.0,272.0,1.0
259.0,101.0,1.0
248.0,272.0,2.0
75.0,241.0,1.0
139.0,238.0,2.0
60.0,8.0,0.0
233.0,202.0,2.0
244.0,299.0,1.0
235.0,210.0,1.0
34.0,194.0,2.0
124.0,41.0,0.0
249.0,236.0,2.0
107.0,83.0,0.0
238.0,13.0,1.0
161.0,0.0,2.0
269.0,28.0,2.0
91.0,91.0,1.0
101.0,245.0,2.0
116.0,282.0,2.0
41.0,246.0,2.0
267.0,95.0,2.0
49.0,28.0,1.0
161.0,190.0,2.0
156.0,143.0,1.0
275.0,126.0,2.0
18.0,10.0,0.0
189.0,194.0,1.0
273.0,50.0,1.0
288.0,0.0,1.0
32.0,95.0,0.0
19.0,143.0,2.0
262.0,240.0,2.0
109.0,259.0,1.0
97.0,55.0,0.0
29.0,161.0,2.0
80.0,263.0,2.0
258.0,95.0,2.0
284.0,291.0,2.0
33.0,1.0,0.0
220.0,39.0,2.0
242.0,199.0,2.0
18.0,227.0,2.0
128.0,289.0,2.0
135.0,87.0,0.0
128.0,53.0,0.0
102.0,210.0,1.0
63.0,215.0,2.0
86.0,257.0,2.0
179.0,192.0,2.0
58.0,169.0,2.0
259.0,8.0,1.0
4.0,161.0,2.0
35.0,181.0,2.0
18.0,277.0,0.0
288.0,232.0,1.0
144.0,2.0,0.0
126.0,240.0,1.0
173.0,225.0,2.0
253.0,94.0,2.0
214.0,159.0,2.0
252.0,258.0,2.0
109.0,86.0,0.0
25.0,290.0,2.0
61.0,1.0,0.0
168.0,170.0,1.0
204.0,152.0,2.0
129.0,272.0,2.0
197.0,296.0,2.0
30.0,282.0,2.0
209.0,1.0,2.0
289.0,31.0,2.0
169.0,127.0,1.0
25.0,99.0,0.0
55.0,31.0,0.0
231.0,6.0,2.0
80.0,101.0,0.0
213.0,46.0,2.0
210.0,56.0,2.0
203.0,18.0,1.0
249.0,165.0,2.0
263.0,91.0,2.0
10.0,129.0,0.0
79.0,167.0,1.0
163.0,209.0,2.0
298.0,89.0,2.0
188.0,28.0,1.0
78.0,157.0,1.0
289.0,157.0,2.0
9.0,67.0,0.0
143.0,266.0,2.0
58.0,253.0,1.0
199.0,25.0,0.0
15.0,288.0,2.0
16.0,269.0,0.0
44.0,260.0,2.0
25.0,252.0,2.0
292.0,261.0,2.0
107.0,215.0,2.0
234.0,4.0,2.0
113.0,242.0,2.0
230.0,277.0,2.0
136.0,28.0,1.0
279.0,44.0,2.0
174.0,105.0,1.0
208.0,231.0,1.0
164.0,156.0,2.0
271.0,196.0,1.0
214.0,207.0,2.0
61.0,269.0,2.0
237.0,118.0,2.0
145.0,3.0,0.0
285.0,150.0,2.0
267.0,25.0,2.0
287.0,15.0,2.0
238.0,154.0,1.0
198.0,237.0,2.0
189.0,60.0,1.0
39.0,262.0,2.0
82.0,8.0,0.0
71.0,72.0,0.0
219.0,130.0,1.0
77.0,263.0,1.0
85.0,234.0,2.0
181.0,252.0,2.0
129.0,205.0,2.0
220.0,21.0,1.0
56.0,261.0,2.0
296.0,98.0,2.0
178.0,44.0,2.0
266.0,258.0,1.0
1.0,55.0,0.0
232.0,47.0,2.0
181.0,270.0,2.0
230.0,176.0,2.0
221.0,208.0,1.0
254.0,13.0,2.0
162.0,188.0,2.0
128.0,278.0,1.0
257.0,169.0,1.0
77.0,203.0,1.0
243.0,89.0,2.0
234.0,278.0,2.0
297.0,112.0,1.0
29.0,57.0,0.0
92.0,237.0,1.0
150.0,165.0,1.0
255.0,284.0,2.0
298.0,156.0,2.0
94.0,133.0,2.0
299.0,118.0,1.0
32.0,5.0,0.0
125.0,29.0,0.0
111.0,286.0,1.0
270.0,89.0,2.0
212.0,91.0,2.0
285.0,133.0,2.0
122.0,151.0,0.0
214.0,289.0,2.0
160.0,196.0,1.0
219.0,172.0,2.0
235.0,97.0,2.0
172.0,189.0,1.0
245.0,233.0,1.0
155.0,270.0,2.0
139.0,187.0,2.0
38.0,1.0,0.0
237.0,262.0,2.0
172.0,128.0,1.0
0.0,259.0,1.0
266.0,9.0,1.0
178.0,37.0,2.0
143.0,129.0,1.0
210.0,244.0,1.0
258.0,5.0,2.0
69.0,231.0,2.0
191.0,141.0,1.0
119.0,275.0,1.0
111.0,227.0,2.0
67.0,68.0,0.0
272.0,235.0,2.0
266.0,109.0,2.0
151.0,137.0,1.0
254.0,282.0,2.0
149.0,46.0,0.0
76.0,194.0,2.0
255.0,213.0,2.0
13.0,202.0,2.0
111.0,256.0,2.0
268.0,174.0,2.0
228.0,151.0,2.0
114.0,119.0,2.0
94.0,223.0,2.0
243.0,117.0,1.0
1.0,163.0,0.0
84.0,54.0,1.0
189.0,137.0,1.0
219.0,143.0,1.0
152.0,288.0,2.0
285.0,276.0,2.0
49.0,190.0,1.0
104.0,294.0,1.0
188.0,69.0,0.0
105.0,182.0,2.0
12.0,280.0,2.0
156.0,117.0,1.0
274.0,136.0,2.0
127.0,206.0,1.0
168.0,165.0,1.0
291.0,285.0,2.0
180.0,140.0,1.0
295.0,283.0,2.0
166.0,103.0,0.0
72.0,89.0,0.0
285.0,286.0,2.0
81.0,145.0,0.0
283.0,42.0,1.0
275.0,157.0,2.0
113.0,60.0,0.0
91.0,241.0,1.0
235.0,147.0,1.0
231.0,206.0,1.0
182.0,296.0,1.0
85.0,2.0,0.0
53.0,254.0,2.0
40.0,48.0,0.0
294.0,159.0,1.0
173.0,154.0,1.0
8.0,27.0,0.0
214.0,196.0,2.0
32.0,44.0,0.0
296.0,200.0,2.0
268.0,104.0,1.0
154.0,82.0,2.0
3.0,93.0,0.0
81.0,245.0,1.0
294.0,297.0,1.0
114.0,104.0,2.0
203.0,16.0,2.0
289.0,133.0,1.0
50.0,86.0,0.0
128.0,164.0,0.0
204.0,144.0,2.0
59.0,127.0,0.0
28.0,273.0,1.0
171.0,78.0,2.0
113.0,36.0,0.0
227.0,43.0,1.0
71.0,267.0,2.0
261.0,8.0,2.0
141.0,16.0,0.0
199.0,173.0,2.0
29.0,287.0,1.0
207.0,294.0,1.0
15.0,287.0,2.0
156.0,275.0,1.0
141.0,32.0,0.0
141.0,203.0,2.0
115.0,83.0,0.0
13.0,13.0,2.0
150.0,296.0,2.0
0.0,144.0,1.0
256.0,181.0,2.0
35.0,140.0,2.0
182.0,145.0,1.0
160.0,49.0,1.0
58.0,285.0,2.0
1.0,68.0,0.0
258.0,47.0,2.0
17.0,19.0,0.0
161.0,226.0,1.0
222.0,39.0,2.0
246.0,102.0,2.0
115.0,73.0,2.0
247.0,167.0,2.0
266.0,198.0,1.0
281.0,120.0,2.0
83.0,23.0,0.0
294.0,166.0,2.0
210.0,87.0,2.0
179.0,54.0,0.0
90.0,106.0,0.0
24.0,294.0,2.0
239.0,276.0,2.0
279.0,123.0,2.0
88.0,4.0,0.0
270.0,276.0,2.0
258.0,162.0,2.0
166.0,246.0,2.0
193.0,282.0,2.0
70.0,165.0,2.0
294.0,279.0,2.0
40.0,107.0,2.0
269.0,48.0,2.0
43.0,89.0,0.0
264.0,273.0,1.0
156.0,198.0,1.0
73.0,268.0,2.0
252.0,244.0,1.0
193.0,17.0,2.0
176.0,196.0,2.0
95.0,153.0,2.0
199.0,167.0,1.0
93.0,213.0,2.0
243.0,189.0,1.0
243.0,113.0,2.0
243.0,178.0,2.0
143.0,59.0,2.0
204.0,75.0,2.0
296.0,49.0,1.0
60.0,32.0,0.0
114.0,213.0,2.0
266.0,136.0,2.0
23.0,266.0,1.0
298.0,175.0,2.0
123.0,18.0,0.0
252.0,289.0,1.0
94.0,230.0,2.0
156.0,62.0,2.0
201.0,98.0,1.0
161.0,209.0,1.0
39.0,7.0,2.0
283.0,27.0,1.0
90.0,4.0,0.0
46.0,33.0,0.0
77.0,225.0,2.0
197.0,168.0,2.0
32.0,61.0,0.0
188.0,231.0,1.0
132.0,114.0,2.0
256.0,4.0,2.0
55.0,53.0,0.0
209.0,233.0,2.0
260.0,210.0,1.0
75.0,23.0,0.0
36.0,136.0,0.0
118.0,4.0,2.0
75.0,9.0,0.0
22.0,176.0,0.0
223.0,125.0,2.0
21.0,254.0,2.0
117.0,20.0,2.0
268.0,133.0,2.0
81.0,28.0,2.0
294.0,106.0,2.0
96.0,251.0,2.0
93.0,40.0,0.0
219.0,280.0,2.0
102.0,289.0,1.0
252.0,189.0,1.0
48.0,210.0,2.0
227.0,98.0,2.0
286.0,132.0,1.0
116.0,46.0,0.0
147.0,195.0,1.0
116.0,211.0,2.0
38.0,290.0,2.0
66.0,245.0,2.0
153.0,140.0,2.0
187.0,271.0,2.0
252.0,232.0,1.0
124.0,203.0,1.0
242.0,117.0,2.0
250.0,109.0,2.0
248.0,109.0,2.0
22.0,292.0,2.0
88.0,136.0,2.0
171.0,151.0,2.0
96.0,60.0,0.0
60.0,257.0,2.0
286.0,27.0,1.0
261.0,163.0,2.0
154.0,193.0,1.0
238.0,61.0,2.0
103.0,284.0,2.0
60.0,24.0,0.0
60.0,9.0,0.0
215.0,220.0,2.0
249.0,63.0,2.0
134.0,179.0,2.0
66.0,254.0,2.0
250.0,292.0,1.0
133.0,242.0,1.0
154.0,153.0,2.0
90.0,250.0,2.0
294.0,226.0,2.0
240.0,166.0,2.0
115.0,232.0,2.0
244.0,243.0,2.0
217.0,140.0,1.0
191.0,91.0,2.0
225.0,203.0,1.0
111.0,275.0,1.0
108.0,15.0,0.0
292.0,263.0,2.0
46.0,224.0,2.0
138.0,55.0,0.0
88.0,14.0,1.0
264.0,54.0,2.0
28.0,245.0,2.0
114.0,289.0,2.0
49.0,247.0,2.0
254.0,246.0,1.0
67.0,270.0,2.0
234.0,250.0,2.0
173.0,289.0,2.0
232.0,117.0,1.0
221.0,76.0,2.0
174.0,41.0,0.0
276.0,168.0,1.0
281.0,45.0,2.0
281.0,154.0,2.0
168.0,168.0,2.0
162.0,263.0,1.0
8.0,25.0,0.0
162.0,50.0,0.0
39.0,68.0,2.0
75.0,290.0,2.0
98.0,35.0,1.0
177.0,44.0,2.0
247.0,260.0,2.0
100.0,155.0,0.0
243.0,59.0,2.0
108.0,88.0,0.0
283.0,158.0,1.0
245.0,229.0,1.0
65.0,72.0,2.0
149.0,87.0,0.0
140.0,227.0,1.0
20.0,284.0,1.0
237.0,146.0,2.0
264.0,78.0,2.0
158.0,262.0,2.0
88.0,173.0,2.0
223.0,293.0,2.0
150.0,161.0,2.0
192.0,11.0,2.0
177.0,112.0,2.0
91.0,153.0,2.0
260.0,235.0,1.0
189.0,123.0,1.0
290.0,131.0,2.0
176.0,287.0,1.0
296.0,290.0,2.0
145.0,50.0,0.0
271.0,6.0,2.0
254.0,151.0,2.0
205.0,12.0,0.0
129.0,84.0,2.0
57.0,175.0,2.0
61.0,56.0,1.0
149.0,293.0,2.0
283.0,161.0,1.0
97.0,95.0,0.0
270.0,273.0,1.0
1.0,32.0,0.0
4.0,258.0,2.0
257.0,166.0,2.0
39.0,72.0,2.0
211.0,35.0,1.0
0.0,246.0,1.0
168.0,242.0,1.0
167.0,207.0,1.0
0.0,123.0,1.0
224.0,93.0,2.0
240.0,220.0,2.0
278.0,260.0,1.0
82.0,5.0,0.0
52.0,14.0,2.0
8.0,296.0,2.0
242.0,285.0,2.0
74.0,289.0,2.0
127.0,102.0,2.0
12.0,113.0,0.0
258.0,43.0,2.0
69.0,201.0,0.0
218.0,14.0,1.0
251.0,201.0,2.0
63.0,279.0,1.0
140.0,269.0,2.0
205.0,106.0,2.0
166.0,264.0,2.0
150.0,156.0,1.0
246.0,241.0,2.0
22.0,203.0,1.0
160.0,287.0,1.0
134.0,206.0,2.0
232.0,244.0,2.0
186.0,247.0,1.0
280.0,295.0,1.0
153.0,171.0,2.0
209.0,196.0,1.0
218.0,148.0,2.0
265.0,77.0,1.0
41.0,180.0,0.0
171.0,297.0,2.0
102.0,46.0,2.0
2.0,185.0,0.0
260.0,87.0,2.0
287.0,184.0,2.0
33.0,83.0,0.0
55.0,34.0,0.0
56.0,98.0,2.0
271.0,125.0,2.0
195.0,283.0,1.0
204.0,126.0,2.0
233.0,132.0,2.0
67.0,283.0,1.0
41.0,154.0,2.0
176.0,238.0,1.0
187.0,155.0,2.0
18.0,280.0,2.0
296.0,68.0,2.0
225.0,194.0,2.0
264.0,39.0,1.0
1.0,81.0,0.0
126.0,268.0,1.0
223.0,134.0,2.0
174.0,178.0,1.0
84.0,285.0,1.0
283.0,3.0,0.0
239.0,221.0,2.0
129.0,293.0,2.0
278.0,231.0,2.0
281.0,247.0,1.0
237.0,84.0,2.0
290.0,247.0,1.0
120.0,9.0,0.0
296.0,105.0,2.0
143.0,113.0,1.0
239.0,238.0,1.0
150.0,284.0,2.0
5.0,145.0,0.0
146.0,52.0,2.0
281.0,116.0,2.0
83.0,298.0,2.0
144.0,3.0,0.0
203.0,79.0,2.0
123.0,180.0,2.0
156.0,175.0,1.0
67.0,11.0,0.0
123.0,8.0,2.0
263.0,280.0,2.0
17.0,104.0,2.0
130.0,181.0,2.0
232.0,131.0,1.0
175.0,208.0,1.0
114.0,217.0,2.0
213.0,71.0,0.0
239.0,143.0,2.0
142.0,30.0,0.0
43.0,84.0,2.0
199.0,298.0,2.0
252.0,223.0,1.0
64.0,240.0,2.0
151.0,228.0,2.0
110.0,293.0,2.0
206.0,77.0,1.0
237.0,42.0,2.0
234.0,187.0,2.0
102.0,33.0,2.0
253.0,107.0,2.0
151.0,115.0,2.0
219.0,273.0,1.0
130.0,13.0,1.0
186.0,241.0,2.0
230.0,141.0,2.0
93.0,187.0,1.0
55.0,275.0,1.0
101.0,34.0,0.0
0.0,268.0,1.0
144.0,173.0,2.0
234.0,137.0,2.0
250.0,112.0,1.0
209.0,133.0,1.0
122.0,166.0,2.0
260.0,111.0,1.0
203.0,279.0,1.0
184.0,76.0,0.0
224.0,202.0,2.0
265.0,100.0,2.0
56.0,108.0,2.0
221.0,36.0,2.0
105.0,236.0,2.0
35.0,259.0,1.0
162.0,120.0,0.0
54.0,197.0,2.0
171.0,127.0,1.0
117.0,63.0,2.0
216.0,38.0,0.0
71.0,287.0,2.0
43.0,193.0,2.0
186.0,78.0,1.0
157.0,280.0,2.0
154.0,55.0,2.0
14.0,181.0,1.0
147.0,72.0,2.0
274.0,90.0,2.0
158.0,268.0,2.0
279.0,118.0,2.0
260.0,265.0,1.0
251.0,229.0,2.0
72.0,167.0,2.0
75.0,161.0,2.0
275.0,147.0,2.0
14.0,292.0,2.0
239.0,224.0,2.0
38.0,24.0,0.0
82.0,293.0,2.0
87.0,217.0,2.0
286.0,253.0,2.0
85.0,187.0,2.0
268.0,34.0,2.0
225.0,189.0,2.0
65.0,214.0,2.0
11.0,177.0,0.0
99.0,36.0,0.0
178.0,258.0,1.0
61.0,282.0,2.0
169.0,220.0,1.0
199.0,81.0,0.0
246.0,154.0,2.0
59.0,47.0,0.0
10.0,270.0,0.0
289.0,38.0,2.0
182.0,31.0,1.0
176.0,229.0,1.0
260.0,198.0,1.0
282.0,272.0,2.0
65.0,62.0,2.0
275.0,274.0,2.0
83.0,85.0,0.0
137.0,210.0,1.0
126.0,140.0,2.0
280.0,32.0,2.0
127.0,276.0,2.0
253.0,259.0,1.0
153.0,38.0,0.0
114.0,284.0,2.0
33.0,137.0,0.0
247.0,221.0,1.0
202.0,283.0,1.0
148.0,204.0,1.0
147.0,278.0,2.0
148.0,230.0,1.0
278.0,143.0,2.0
210.0,256.0,1.0
